openbeta_id,candidate_id,verdict,reason,name_similarity,area_similarity
017414e8-7a95-536d-adfb-e41a334b1ffa,55628,uncertain,broad_fuzzy_audit,0.917,0.69
01a47de3-c1e4-52c6-91a3-ec2dc2d3aafa,99985,uncertain,broad_fuzzy_audit,0.974,0.667
0200fc42-200a-5550-af7e-0e38a029a6ac,140006,uncertain,previously_reviewed,,
02c59d34-1b39-4434-9a20-6ecdf0cc6dc5,38407,likely_same,broad_fuzzy_audit,0.955,1.15
039a8868-5a61-448c-9b87-846fe636678b,74,likely_same,canada_boulder_audit_20260924,,
043af051-d5df-4cdc-a98e-e3f8ac698b7b,31232,uncertain,broad_fuzzy_audit,0.889,0.75
04b428d4-f317-4b5b-9b72-e7b5297aa655,22483,likely_same,broad_fuzzy_audit,0.968,0.865
04ea4af6-78ae-5e83-b4e7-ccf31710751c,29523,uncertain,broad_fuzzy_audit,0.929,0.667
0522cb42-fb0b-497e-8098-9370a75efdb9,122300,likely_same,anchored_sample_20260922,,
05c4fee7-a454-42a8-b6af-0b987368cb80,122789,uncertain,broad_fuzzy_audit,0.952,0.143
05ee10ce-d8be-4058-8fa3-4e9ab590ba1d,115670,uncertain,broad_fuzzy_audit,0.96,0
0790fc0d-5bd9-5988-9e2a-1e4c64247590,13711,uncertain,broad_fuzzy_audit,0.875,0.714
0790fc0d-5bd9-5988-9e2a-1e4c64247590,139160,uncertain,broad_fuzzy_audit,0.889,0.714
0790fc0d-5bd9-5988-9e2a-1e4c64247590,48906,uncertain,broad_fuzzy_audit,0.889,0.714
0988490c-ee3d-4953-961d-18c541b3d7e4,87027,likely_same,canada_boulder_audit_20260924,,
0b2eaede-f032-4067-9c84-b99255b85ecc,32122,likely_same,broad_fuzzy_audit,0.923,0.75
0ba126f1-3920-5cd7-99e1-05eb7aeb3abb,29241,uncertain,broad_fuzzy_audit,0.923,0.7
0c59af2f-3710-4020-86a2-ce7bb97c2b83,15801,likely_same,broad_fuzzy_audit,0.97,1.15
0d459cfc-9789-5b42-a833-049a01f3c0a1,135720,uncertain,broad_fuzzy_audit,0.96,0.343
0e00c358-7279-4f4e-af23-f9ccb7667991,32052,uncertain,broad_fuzzy_audit,0.889,0.75
0e0b04e0-6da5-54db-8a2e-66c3ad0622c1,73826,uncertain,broad_fuzzy_audit,0.966,0.556
0e3c0ca2-9bb5-5a77-8711-3dafbc196d2a,59131,uncertain,broad_fuzzy_audit,0.933,0.775
0ea0d242-6da4-5fd7-b950-f337d770c16d,89580,uncertain,broad_fuzzy_audit,0.923,0.667
0ef76056-4fd1-5c4c-b2df-1a25fb0672ad,11431,uncertain,broad_fuzzy_audit,0.938,0.667
0f60ddec-7085-5178-b23e-81d186764890,119806,uncertain,broad_fuzzy_audit,0.95,0.619
0f7eb7df-80a2-5616-a512-94b582e51d12,130069,likely_same,broad_fuzzy_audit,0.933,0.905
103848b6-ee4f-4c9d-aa8e-2c18dc903a00,36405,uncertain,broad_fuzzy_audit,0.981,0.69
10b5272a-7fe4-52ee-ac92-a38c05199ae0,8938,distinct_variant,broad_fuzzy_audit,0.897,0.782
10f7e3cd-9de8-51c2-89ef-8211b17bacd4,106714,likely_same,broad_fuzzy_audit,0.947,0.817
11c4a4a3-3548-4f59-aec8-d016bf10edb8,36368,uncertain,previously_reviewed,,
1298d8f2-6800-5df9-9c83-ba52c84852ad,,uncertain,previously_reviewed,,
13cc20a8-38b3-54a0-822a-ca4a65a45901,77041,uncertain,broad_fuzzy_audit,0.909,0.71
142eb1ba-e046-57df-a1f6-6d40f8c9a153,43644,uncertain,previously_reviewed,,
144aa4ef-fef1-4b29-8bc2-025f4ac643fb,133551,uncertain,broad_fuzzy_audit,0.875,0.667
15409c57-0795-5451-808a-019508e4f719,29982,uncertain,broad_fuzzy_audit,0.968,0.312
17cefa53-5d38-5ac8-a302-65073f437813,87043,uncertain,broad_fuzzy_audit,0.957,0
19386b13-5cd4-55de-bff1-2bc657751ac1,11338,uncertain,broad_fuzzy_audit,0.963,0.323
194c781a-8392-55e9-986a-bda39386a1bc,25791,distinct_variant,broad_fuzzy_audit,0.909,0.8
19be0c65-81db-470d-8a16-582a5d437374,108118,uncertain,broad_fuzzy_audit,0.889,0.877
1b8d495b-2c83-5bcb-a01b-dc5b3174d79c,59131,uncertain,broad_fuzzy_audit,0.933,0.775
1c8693d0-afea-48bf-b5a5-19549c94a13a,23469,likely_same,broad_fuzzy_audit,0.917,0.75
1e44cd5a-e240-5eec-9c92-bc1b809a6e60,61203,uncertain,broad_fuzzy_audit,0.875,0.714
1e44cd5a-e240-5eec-9c92-bc1b809a6e60,70697,uncertain,broad_fuzzy_audit,0.875,0.714
1e71c640-d73e-4925-b133-20f90e7f961f,91459,uncertain,broad_fuzzy_audit,0.897,1.025
1e71c640-d73e-4925-b133-20f90e7f961f,93274,uncertain,broad_fuzzy_audit,0.97,1.025
20536a15-3520-5a75-ae0e-c66b2666b695,105507,distinct_variant,broad_fuzzy_audit,0.875,0.708
213b540f-8db8-545f-bb40-a3ee000e3882,69112,uncertain,broad_fuzzy_audit,0.923,0.667
22df54a4-2cab-4d5b-900f-ce0b4bcef542,117295,uncertain,previously_reviewed,,
23c1d7c0-67b1-471e-8f92-224ce425c1a4,72056,uncertain,broad_fuzzy_audit,0.9,0.714
23c1d7c0-67b1-471e-8f92-224ce425c1a4,81818,uncertain,broad_fuzzy_audit,0.9,0.714
263e060e-f452-5b15-b3ab-1942641bad27,48359,uncertain,broad_fuzzy_audit,0.966,0.7
264e79b6-6bb0-48d6-a1ad-25b5e022fed0,44658,uncertain,broad_fuzzy_audit,0.917,0.727
264e79b6-6bb0-48d6-a1ad-25b5e022fed0,48042,uncertain,broad_fuzzy_audit,0.957,0.7
27b857cd-e160-545e-b33f-503a6310bd7f,77796,uncertain,previously_reviewed,,
27bc5942-6ede-547e-be08-c2323c4023fd,102272,likely_same,broad_fuzzy_audit,0.944,1.017
287a79cd-1b48-5ddd-b560-7088e8f2b3ad,72893,uncertain,broad_fuzzy_audit,0.968,0.455
292ef16d-f4f1-457e-b37e-ea104389200e,38229,likely_same,broad_fuzzy_audit,0.968,0.96
2b333367-dee7-5413-a8a3-a4820f7de035,23442,uncertain,broad_fuzzy_audit,0.897,0.857
2e269e1b-a3f7-4bfc-aa68-dcd19ac18835,105214,likely_same,broad_fuzzy_audit,0.96,0.824
2e399367-82b4-4cba-be68-57dc5213a944,84702,uncertain,broad_fuzzy_audit,0.978,0.625
2fa07200-2046-5511-9576-d1cbc80f1f18,70022,likely_same,broad_fuzzy_audit,0.889,0.7
2fd51a92-b7f8-4b35-9d36-299dd8dc4776,114986,likely_same,broad_fuzzy_audit,0.984,0.8
31b6b7d8-524c-4d1a-ac74-53dafbc52de1,47330,likely_same,anchored_sample_20260922,,
31fa99b0-6d3b-5cef-9d7d-16bc1c158699,119409,uncertain,broad_fuzzy_audit,0.96,0.619
32f8238f-d9dd-50df-b7f6-8e754d648da2,27699,likely_same,broad_fuzzy_audit,0.97,0.817
3449b506-102a-5d6b-9d2f-cd3bbc0b32ae,102624,uncertain,broad_fuzzy_audit,0.963,0.75
348a77ae-0d08-539d-83da-6ddb1ddcd893,62627,uncertain,previously_reviewed,,
350d6b7e-1886-5872-b843-de71610e15ce,121138,uncertain,broad_fuzzy_audit,0.952,0.421
351650b8-ad02-4f1a-8478-70c654d4ce44,57352,uncertain,broad_fuzzy_audit,0.9,0.714
3563e038-fef7-5cac-bca2-8c47779d18bc,131002,likely_same,broad_fuzzy_audit,0.933,0.915
36095735-0e79-4cbc-9b69-5ef6c0bd608e,122339,likely_same,canada_boulder_audit_20260924,,
361a92d7-ef32-59c3-9962-2af036a00ebe,11850,uncertain,broad_fuzzy_audit,0.938,0.667
36f9bb55-5ca3-51b2-8c92-d04672e4ffd4,54546,uncertain,broad_fuzzy_audit,0.889,0.915
37e88a12-574f-4521-bf70-4da754bc335a,22175,uncertain,anchored_sample_20260919,,
39baafd1-e994-5919-8224-471023ee346f,135702,uncertain,broad_fuzzy_audit,0.968,0.324
3a19bb4a-ea46-5221-8158-e2364f0d7461,38237,uncertain,broad_fuzzy_audit,0.963,0.667
3aa96ae5-e5cb-47d9-86d0-0b6202e50f4c,18962,uncertain,broad_fuzzy_audit,0.974,0
3bb34db5-99e1-5e32-bd9b-b7c64dd64fc2,114928,likely_same,broad_fuzzy_audit,0.95,0.915
3c566fd5-80a1-5b1c-81d7-af1c7f7c3570,71181,uncertain,previously_reviewed,,
3d261c93-8361-5318-a205-cbc15c5a874d,116688,uncertain,broad_fuzzy_audit,0.909,0.667
3d286675-3767-5509-9fc3-b2f7747eb27d,12115,uncertain,broad_fuzzy_audit,0.933,0.714
3d4654d6-49a6-5a9d-8922-f82e6f3a823f,122711,likely_same,broad_fuzzy_audit,0.923,0.727
3daeedf4-eb8f-4393-a7a3-5d8e72c7fc0d,28585,likely_same,broad_fuzzy_audit,0.941,0.75
3eac3f3c-9598-51e8-b4f4-dc4c3fdb7f17,40861,uncertain,broad_fuzzy_audit,0.875,0.75
3f529cd6-4945-5f05-9064-03172be2c2fa,82429,uncertain,broad_fuzzy_audit,0.979,0.438
3fde5835-798d-5d00-ae36-dedd41ce500d,87840,uncertain,broad_fuzzy_audit,0.909,0.708
41175051-f5d9-5d37-9bd5-1bbb4de13954,39831,uncertain,broad_fuzzy_audit,0.952,0.286
429655a8-d46a-5369-aed9-1a7bef2645f9,95409,uncertain,broad_fuzzy_audit,0.973,0.452
42ff56fe-137e-450b-85a9-4f0cfaf351b2,129344,likely_same,canada_boulder_audit_20260924,,
4356b5a7-9d0f-4a01-a808-28254f62e1e8,1916,likely_same,anchored_sample_20260919,,
437e1c83-04c6-4a51-a7ba-f85b7b506e5f,65537,likely_same,broad_fuzzy_audit,0.957,0.75
4397429a-2cfe-59fd-8e2d-d8faae4ef8ff,34941,uncertain,broad_fuzzy_audit,0.933,0.667
4397429a-2cfe-59fd-8e2d-d8faae4ef8ff,68160,uncertain,broad_fuzzy_audit,0.933,0.667
4397429a-2cfe-59fd-8e2d-d8faae4ef8ff,95861,uncertain,broad_fuzzy_audit,0.875,0.667
43d12280-9352-4898-bc2f-98fd705e4aae,240,uncertain,broad_fuzzy_audit,0.968,0
4554c09b-d814-53c4-b6ee-16692210a8cc,34941,uncertain,broad_fuzzy_audit,0.933,0.667
4554c09b-d814-53c4-b6ee-16692210a8cc,68160,uncertain,broad_fuzzy_audit,0.933,0.667
4554c09b-d814-53c4-b6ee-16692210a8cc,95861,uncertain,broad_fuzzy_audit,0.875,0.667
455f61f4-694f-521a-be2b-95dd591ce3d4,65518,uncertain,broad_fuzzy_audit,0.923,0.667
465513d2-a8a9-5bb2-a492-83174b614065,111903,uncertain,broad_fuzzy_audit,0.97,0
47176088-da7e-5077-a4cd-c99b4467fc9b,139756,likely_same,broad_fuzzy_audit,0.96,0.782
4923119d-f13c-5dfb-8f06-9733951b9d91,104945,uncertain,previously_reviewed,,
4a842c64-3e4c-509f-9446-cf3fc4a8f3d9,140780,uncertain,anchored_sample_20260922,,
4c85afaf-8fdd-5473-be47-b916a237d534,,uncertain,previously_reviewed,,
4e09e851-d203-5120-b59d-fe5b25ddc0e5,43960,uncertain,broad_fuzzy_audit,0.875,0.947
4e93de3f-08b6-5dd8-90f0-f530a7edf354,9606,uncertain,broad_fuzzy_audit,0.989,0.333
4ed13e9f-2d83-5259-bebc-2b20a18955b5,37983,uncertain,broad_fuzzy_audit,0.963,0.692
513edadc-67a7-53e5-9862-5a43f71f9d41,80096,uncertain,broad_fuzzy_audit,0.875,0.714
51400459-bc38-5cfa-9b37-58bd02ef16d3,67289,likely_same,broad_fuzzy_audit,0.933,0.971
51bee81d-64c8-5f69-8b99-e19a36d2f9ed,131046,distinct_variant,broad_fuzzy_audit,0.889,0.692
52048d13-01e2-4184-997f-fe7e06ca80fa,35499,likely_same,broad_fuzzy_audit,0.9,0.75
523d4688-25bd-5981-b96a-c40c4efa1f53,57735,likely_same,broad_fuzzy_audit,0.957,0.889
5316418b-e85f-5b72-956c-56b1e1af0bbb,30787,uncertain,broad_fuzzy_audit,0.97,0.71
545781e9-f884-4607-be89-0e704a5f2cb9,19521,likely_same,canada_boulder_audit_20260924,,
5a3a3369-cffc-457f-8d61-a9e11826d67b,132327,uncertain,broad_fuzzy_audit,0.97,0.625
5a559792-976f-5981-bb56-dffb929ba36a,116988,likely_same,broad_fuzzy_audit,0.947,0.877
5a87ebd4-5db5-47ef-bcbf-06adc22c91b4,140828,uncertain,broad_fuzzy_audit,0.929,0.714
5bb35541-566d-54ad-8875-35c83df76cb0,123292,uncertain,broad_fuzzy_audit,0.966,0.286
5c14f13d-953b-5722-9522-618054758f0e,114573,uncertain,broad_fuzzy_audit,0.966,0.333
5c8fb1b1-6cf3-5565-9ae4-563a5023098d,1817,uncertain,previously_reviewed,,
5dadd2e4-ca4f-54b2-9409-ad12eab2d9fa,97254,distinct_variant,broad_fuzzy_audit,0.88,0.667
5db18532-b499-5fb1-8e71-ccad540bc4c9,80096,uncertain,broad_fuzzy_audit,0.933,0.714
5ddc3282-3243-5119-ae8c-d90b709e79a9,28653,uncertain,broad_fuzzy_audit,0.962,0.273
5e8d7b4b-643a-4713-97f0-05c7be243e3e,75332,likely_same,broad_fuzzy_audit,0.923,0.75
5f8aef9b-249e-53ae-bf5d-d79413dfcd1c,32061,uncertain,broad_fuzzy_audit,0.968,0.438
60488cf3-36ac-50a8-8f3f-06d707950baf,69899,uncertain,broad_fuzzy_audit,0.933,0.667
6131317c-7ff4-43dc-9529-af0111b9ab76,80033,likely_same,canada_boulder_audit_20260924,,
6190e30f-2f35-5125-bd5c-3482292f067a,3270,uncertain,broad_fuzzy_audit,0.957,0.667
6268914a-d3ca-51a1-bb27-7c4d880176ff,112225,uncertain,broad_fuzzy_audit,0.957,0.385
62d3479b-36d8-5c2d-8c4d-667f4aff966c,100652,uncertain,broad_fuzzy_audit,0.957,0.667
62d3479b-36d8-5c2d-8c4d-667f4aff966c,100926,uncertain,broad_fuzzy_audit,0.957,0.667
631c0094-701e-4aec-96e3-52d457fc3aaf,92882,likely_same,anchored_sample_20260922,,
63ef5a92-46b0-54b0-92a4-fd4f0aa11648,99794,distinct_variant,broad_fuzzy_audit,0.914,0.88
65461b1f-2cd0-5216-b426-c3ac0e080284,34941,uncertain,broad_fuzzy_audit,0.933,0.667
65461b1f-2cd0-5216-b426-c3ac0e080284,68160,uncertain,broad_fuzzy_audit,0.933,0.667
65461b1f-2cd0-5216-b426-c3ac0e080284,95861,uncertain,broad_fuzzy_audit,0.875,0.667
65db8ab7-49c5-4724-9e8b-8830fb116821,82085,uncertain,broad_fuzzy_audit,0.9,0.714
667598da-47aa-5fb2-9fa6-9a6fd1975236,44717,uncertain,broad_fuzzy_audit,0.957,0.235
66be888d-c78a-5dc1-a5cd-5d77895696b4,138730,likely_same,broad_fuzzy_audit,0.923,0.727
676c7f48-e34b-47ce-ac87-d327b8d74e17,31977,likely_same,broad_fuzzy_audit,0.929,0.75
678eedd1-8d41-46ab-986d-50add3e366a6,27366,uncertain,broad_fuzzy_audit,0.909,1.025
68b669b7-73ed-517b-8243-1979187bae18,121807,likely_same,broad_fuzzy_audit,0.973,0.727
68f5ed6b-fe8c-5d19-b5e9-250f27b7f6d6,44707,uncertain,broad_fuzzy_audit,0.966,0.421
6b2c0796-1bd7-508c-afdf-8de29921e72f,23705,likely_same,broad_fuzzy_audit,0.947,0.915
6bb62dbf-ea7e-5110-a737-e6242c1706d9,14689,uncertain,broad_fuzzy_audit,0.875,0.714
6bf4fdf3-f807-5992-8c21-4095b10f1391,120893,likely_same,broad_fuzzy_audit,0.957,0.842
6c53646f-6c14-5ef0-922e-5ab3cd77f5ac,73098,uncertain,broad_fuzzy_audit,0.968,0.667
6c8b02a2-b2ca-47e5-ba16-ee25734d1ca5,38730,likely_same,broad_fuzzy_audit,0.974,0.809
6d9fab43-4688-484c-b19f-22fd1b7cd5f7,52496,likely_same,broad_fuzzy_audit,0.957,0.969
6e47b5a9-db21-5e42-b37a-042bb7c54b96,32433,uncertain,broad_fuzzy_audit,0.97,0.667
70d28a12-47e4-5838-b2ba-eea03860ea69,19404,uncertain,broad_fuzzy_audit,0.933,0.714
70d28a12-47e4-5838-b2ba-eea03860ea69,71291,uncertain,broad_fuzzy_audit,0.941,0.714
70d28a12-47e4-5838-b2ba-eea03860ea69,80096,uncertain,broad_fuzzy_audit,0.933,0.714
710fe04b-3e52-4846-a89f-f40d2c869d18,32257,likely_same,broad_fuzzy_audit,0.96,0.75
7171bc08-8827-4156-b168-3dfcd790f646,136000,likely_same,broad_fuzzy_audit,0.941,0.834
71e8ca81-dcb0-4ce1-9b2a-38865cc8e447,15523,uncertain,broad_fuzzy_audit,0.933,1.15
720fa8ae-366a-5b73-9aff-b3538b05d24d,86939,uncertain,broad_fuzzy_audit,0.952,0.364
75658a06-9f27-5dac-8b6e-1123a29d0788,26086,likely_same,broad_fuzzy_audit,0.923,0.842
75758156-a6e9-5211-ae2f-a2caa832af3e,110309,likely_same,broad_fuzzy_audit,0.973,0.877
757a190b-e731-5a48-a779-d63d1b51f734,38572,uncertain,broad_fuzzy_audit,0.974,0
75e8a7be-bb39-509b-9891-3ae331372c03,99803,likely_same,broad_fuzzy_audit,0.917,0.782
7659f781-5830-59ef-86b5-d3f05fd4d206,30059,uncertain,previously_reviewed,,
